job search,competences
Data Scientist,"

1. Data analytics
2. Statistical modeling
3. Machine learning
4. Transforming data into actionable insights
5. Financial services domain knowledge
6. Investment domain experience
7. AWS data science tech stack
8. Collecting and processing large datasets
9. Developing and implementing machine learning models
10. Experiment design and execution
11. Collaboration with cross-functional teams
12. End-to-end delivery of machine learning solutions
13. Communication of findings and insights
14. Staying current with research and advancements in data science and machine learning
15. Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, Data Science, or related field
16. PhD (preferred)
17. Artificial Intelligence
18. Generative AI
19. Deep Learning
20. Natural language processing
21. Programming languages/frameworks: R, Python, Tensorflow, Keras
22. Proficiency in Python, R, or SQL
23. Machine learning frameworks and libraries: TensorFlow, scikit-learn, PyTorch
24. Analytical and problem-solving skills
25. Independent and collaborative work abilities
26. Excellent communication skills
27. Data visualization tools: Tableau, Power BI, matplotlib
28. Big data technologies:"
Data Scientist,"

1. 1-4 years of data analyst/ML/AI engineering work experience
2. Python programming
3. SQL language development
4. End-to-end solution development
5. SQL experience
6. AWS experience
7. Azure experience
8. Databricks experience
9. Pyspark experience
10. AWS S3 experience
11. Lambda experience
12. EC2/AZ experience
13. Data bricks experience
14. Machine learning (ML) experience
15. GenAI experience
16. Computer vision experience
17. Theory of probability knowledge
18. GitLab experience
19. R programming experience
20. GCP experience
21. Airflow experience
22. Willingness to relocate
23. English communication skills
24. Bachelor's degree in Computer Science, Information Systems, Electrical Engineering, Mathematics, or a related quantitative field
25. Master's degree (highly desirable)
26. Green Card Holder
27. Permanent Resident
28. US Citizen
29. TN Visa- MX
30. TN-Visa- Canada"
Data Scientist,"

1. Machine learning algorithms
2. Pattern analysis
3. Statistical modeling
4. Feature engineering
5. Predictive model building
6. Scala
7. Java
8. Python
9. Hadoop
10. Spark
11. Big data skills
12. Data modeling
13. Regression
14. Random Forests
15. Support Vector Machines
16. Bagging
17. Boosting
18. Decision Trees
19. Clustering
20. Optimization
21. Stochastic Processes
22. Predictive analytics
23. Data mining
24. Mathematical models
25. Approximations
26. Assumptions
27. Limitations
28. Reporting
29. Decision-making
30. SQL
31. Jupyter Notebooks
32. Version Control
33. Git
34. Linux/Mac development environment
35. Software technology
36. Large language models
37. Healthcare coverage
38. Time off
39. Holiday breaks
40. Wellness days
41. Equity
42. Employee stock purchase plan
43. Family-focused benefits
44. Parental leave
45. 401k retirement savings plan
46. Disability insurance
47. Life insurance
48. Cell phone subsidy
49"
Data Scientist,"

1. Passion for artificial intelligence
2. Passion for machine learning
3. Passion for data analysis
4. Ability to have impact recognized and valued
5. Ability to work collaboratively
6. Ability to work independently
7. Problem-solving skills
8. Open-mindedness
9. Eagerness to learn new skills
10. Bachelor's degree in a quantitative field
11. Experience using Python
12. Familiarity with relevant libraries (NumPy, Pandas, Scikit-learn)
13. Coursework in machine learning, deep learning, and programming
14. Understanding of LLMs
15. Understanding of prompt engineering
16. Hands-on application experience
17. Familiarity with common machine learning frameworks (TensorFlow, PyTorch, OpenAI, LangChain)
18. Ability to write high-quality code
19. Ability to develop machine learning models
20. Excellent verbal and written communication skills
21. Willingness to travel
22. Limited immigration sponsorship may be available
23. Master's degree in a quantitative field
24. Relevant work experience
25. Familiarity with Microsoft Azure
26. Familiarity with machine learning model development life cycles
27. Experience with version control practices and tools ("
Data Scientist,"

1. High-growth industry knowledge
2. Career planning and decision-making
3. Job seeking and networking skills
4. Work style assessment
5. Attitude and motivation evaluation
6. Personal and team performance forecasting
7. Purpose and fulfillment at work
8. Team building and scaling
9. Technical skills
10. Recruitment and hiring process knowledge
11. Communication and feedback skills
12. Co-creation and collaboration abilities"
Data Scientist,"

1. High-growth industry knowledge
2. Career planning and decision-making skills
3. Networking and job search skills
4. Work style assessment completion
5. Understanding of personal attitudes and motivations
6. Team building and collaboration skills
7. Predictive analytics knowledge
8. Performance forecasting abilities
9. Purpose and fulfillment at work
10. Technical skills
11. Recruitment and hiring knowledge
12. Communication skills
13. Co-creation skills
14. Feedback analysis and implementation abilities"
Data Scientist,"

1. Data analysis
2. Data modeling
3. Statistical analysis
4. Predictive modeling
5. Machine learning
6. Natural language processing
7. Data mining
8. Data manipulation
9. Data visualization
10. Programming languages (R, Python, SQL, SAS)
11. Marketing analytics
12. Clinical trials
13. Health research
14. Large data set analysis
15. PowerBI
16. Tableau
17. Scikit-Learn
18. SpaCity
19. Pytorch
20. Spark NLP
21. Medical knowledge
22. Pharmacy knowledge
23. Retail knowledge
24. Healthcare knowledge
25. Business acumen
26. Problem-solving
27. Critical thinking
28. Communication
29. Collaboration
30. Time management
31. Attention to detail
32. Adaptability
33. Flexibility
34. Customer service
35. Teamwork
36. Leadership
37. Project management
38. Technical skills
39. Analytical skills
40. Interpersonal skills
41. Organizational skills
42. Data-driven decision making
43. Report writing
44. Statistical performance metrics
45. Benefits knowledge
46. HR policies and procedures
47. Compliance"
Data Scientist,"

1. Deep domain knowledge in a specific computer vision technique
2. Extensive experience in implementing computer vision models and architectures
3. Comfortability with leading end-to-end projects
4. Adaptability and flexibility
5. Ability to learn, implement, and extend state-of-the-art research
6. Experience with federated learning
7. Experience with semi-supervised learning techniques
8. Knowledge of image classification
9. Knowledge of object detection
10. Knowledge of segmentation
11. Collaboration skills
12. Ability to deliver production ready code
13. Presentation skills
14. Writing skills
15. Research skills
16. Understanding of safety and privacy in AI
17. Ability to work in a fast-paced environment
18. Motivation to democratize AI advancements responsibly
19. Understanding of ML research and industry applications
20. Ability to work with a diverse team
21. Knowledge of user privacy concerns
22. Ability to optimize algorithms for downstream tasks
23. Understanding of fairness in AI development
24. Ability to work with Fortune 500 companies
25. Knowledge of academic research culture
26. Ability to work without Big Tech/academic bureaucracy and constraints."
Data Scientist,"

1. High-growth industry knowledge
2. Career planning and decision-making skills
3. Networking and job search skills
4. Understanding of personal strengths and motivations
5. Team building and collaboration skills
6. Data analysis and predictive analytics skills
7. Understanding of personal and team behaviors
8. Performance forecasting skills
9. Purpose and fulfillment at work
10. Technical skills relevant to job opportunities
11. Communication and feedback skills
12. Co-creation and collaboration skills"
Data Scientist,"

1. Data Science
2. Analytics
3. Graph Theory
4. Graphs Ontology
5. Semantic Modeling
6. GraphQL
7. SPARQL
8. Neo4J
9. Knowledge Graph Data Sets
10. Clustering
11. Community Detection
12. DFS
13. BFS
14. GNN
15. CNN
16. Deep Learning
17. Python
18. NetworkX
19. Pyspark
20. Azure
21. Databricks
22. Relational AI
23. Nvidia Graphs Libraries
24. GPU Processing
25. NO-SQL
26. Mongo DB
27. Querying
28. Summarizing Data
29. Model Performance Tuning
30. Databricks
31. Snowflake
32. Palantir
33. Customer Support
34. Problem Solving
35. Relationship Building
36. Strategic Thinking
37. Diversity and Inclusion
38. Health Insurance
39. Dental Insurance
40. Vision Insurance
41. Life Insurance
42. Paid Time Off
43. Sick Time
44. Parental Leave"
Data Scientist,"

1. Data analytics
2. Statistical modeling
3. Machine learning
4. Transforming data into actionable insights
5. Financial services domain knowledge
6. Investment domain experience
7. AWS data science tech stack
8. Collecting and processing large datasets
9. Developing and implementing machine learning models
10. Conducting experiments and validating models
11. Collaborating with cross-functional teams
12. End-to-end delivery of machine learning solutions
13. Communicating findings and insights to stakeholders
14. Report writing
15. Data visualization
16. Staying current with research and advancements in data science and machine learning
17. Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, Data Science, or related field
18. PhD (preferred)
19. Artificial Intelligence
20. Generative AI
21. Deep Learning
22. Natural Language Processing
23. Programming languages: R, Python, SQL
24. Machine learning frameworks and libraries: TensorFlow, scikit-learn, PyTorch
25. Analytical and problem-solving skills
26. Independent and collaborative work abilities
27. Excellent communication skills
28. Data visualization tools: Tableau, Power BI, matplotlib
29. Big data technologies: Hadoop,"
Data Scientist,"

1. Machine learning algorithms
2. Pattern analysis
3. Statistical modeling
4. Feature engineering
5. Predictive model building
6. Scala
7. Java
8. Python
9. Hadoop
10. Spark
11. Big data skills
12. Data modeling
13. Regression
14. Random Forests
15. Support Vector Machines
16. Bagging
17. Boosting
18. Decision Trees
19. Clustering
20. Optimization
21. Stochastic Processes
22. Predictive analytics
23. Data mining
24. Mathematical models
25. Approximations
26. Assumptions
27. Limitations
28. Reporting
29. Decision-making
30. SQL
31. Jupyter Notebooks
32. Version Control
33. Git
34. Linux/Mac development environment
35. Software technology
36. Large language models
37. Healthcare coverage
38. Time off
39. Holiday breaks
40. Wellness days
41. Equity
42. Employee stock purchase plan
43. Family-focused benefits
44. Parental leave
45. 401k retirement savings plan
46. Disability insurance
47. Life insurance
48. Cell phone subsidy
49"
Data Scientist,"

1. Data analysis
2. Data mining
3. Data modeling
4. Natural language processing
5. Machine learning
6. Statistical analysis
7. Predictive modeling
8. Programming (Python, R, SQL)
9. Analyzing large data sets
10. Health care industry knowledge
11. Product knowledge
12. System knowledge
13. R programming
14. SQL programming
15. NLP (Scikit-Learn, SpaCity, Pytorch, Spark NLP)
16. Data-oriented programming languages
17. Visualization software
18. Statistical performance metrics
19. Deployment of insights
20. Customer engagement
21. Critical journeys
22. Data solutions
23. Industry leading tools and technologies
24. Best practices
25. Efficient data ingestion
26. Large data sources
27. Usable information
28. Health metrics
29. Risk scores
30. Onboarding
31. Data manipulation
32. Statistical software
33. Report creation
34. Data visualization
35. Interpretation of data
36. Machine learning deployment
37. Statistical analyses
38. Telecommuting
39. Computer science
40. Data science
41. Statistics
42. Mathematics
43. Analytics
44."
Data Scientist,"

1. Quantitative analysis
2. Statistics
3. Mathematics
4. Finance
5. Accounting
6. Computer science
7. Engineering
8. Economics
9. Data manipulation
10. Data preparation
11. Data analysis
12. Data presentation
13. Data collection
14. Advanced formulas
15. Advanced joins
16. Business intelligence
17. MS Power BI
18. Tableau
19. Large data sets
20. Spreadsheets
21. Complex data joins
22. Business acumen
23. Problem-solving
24. Communication skills
25. Verbal communication
26. Written communication
27. Presentation skills
28. Time management
29. Attention to detail
30. Analytical skills
31. Technical skills
32. Project management
33. Forecasting
34. Modeling
35. SAP products
36. Data warehousing
37. Research
38. Data sourcing
39. Data profiling
40. Data automation
41. Data interpretation
42. Data visualization
43. Stakeholder management
44. Cross-functional collaboration
45. Process improvement
46. Peer review
47. Coaching
48. Documentation
49. Quality assurance
50. Integrity."
Data Scientist,"

1. Advanced analytical skills
2. Research skills
3. Data manipulation skills
4. Data exploration skills
5. Statistical analysis skills
6. Hypothesis testing skills
7. Regression analysis skills
8. Sampling techniques knowledge
9. Scripting language skills (Python)
10. Data querying language skills (SQL)
11. Data visualization skills
12. Software development skills
13. Relationship management skills
14. Communication skills (written and oral)
15. Attention to detail
16. Ability to synthesize diverse datasets
17. Programming skills (Python, PySpark)
18. Data platform knowledge (Databricks)
19. Business intelligence dashboarding tools knowledge (Looker, Mode, Metabase)
20. Advanced modeling skills (regressions, clustering, dimensionality reduction, time-series analysis)
21. Data lake/warehouse/lakehouse knowledge
22. Advanced degree in a quantitative field (optional)"
Data Scientist,"

1. Algorithmic problem-solving
2. Collaboration with engineers, product managers, and business partners
3. Data analysis and modeling
4. Statistical analysis
5. Optimization and predictive modeling
6. Python proficiency
7. Familiarity with data analysis libraries (Pandas, NumPy, SciPy, Diplomatist)
8. Ability to translate general questions into algorithmic solutions
9. Communication skills (both technical and non-technical)
10. Project management and multitasking abilities
11. Experience with Data Bricks or PySpark
12. Experience with productionizing data models
13. Affirmative action and equal opportunity policies and practices
14. Knowledge of PPC traffic, search engine, display, and email marketing
15. Understanding of hardware systems and data produced by them
16. Visualization skills
17. Familiarity with internal libraries for data science needs
18. Ability to work independently
19. Understanding of EPCs (earnings per click)
20. Knowledge of lead generation within the financial services industry."
Data Scientist,"

1. Data science
2. Analytics
3. Department of Defense enterprise
4. Business problem solving
5. Data processing methodologies
6. Persistent monitoring applications
7. Mission excellence
8. Creative problem solving
9. Holistic approach
10. Systematic approach
11. Report design
12. Chart design
13. Dashboard design
14. Strategic insight
15. Mission performance
16. Business operations
17. Data mining
18. Database analysis
19. Model implementation
20. Outcome monitoring
21. Senior leadership communication
22. Analytic capability improvement
23. Customer collaboration
24. User community collaboration
25. Training
26. Feedback solicitation
27. Active SECRET clearance
28. Bachelor's degree in data science, computer science, information systems, economics, statistics, or related discipline
29. Data Science certificate program
30. Industry-recognized association/institution
31. Consulting experience
32. Professional experience
33. DoD/Federal Government experience
34. Dashboard creation
35. Statistical analysis
36. Statistical computer languages
37. Data manipulation
38. Large data set analysis
39. Oral communication
40. Written communication
41. BI/Analytic tools proficiency
42. Q"
Data Scientist,"

1. Data analysis
2. Data mining
3. Data modeling
4. Data visualization
5. Statistical methods
6. Machine learning
7. Programming
8. Experiment design
9. A/B testing
10. Model implementation
11. Model monitoring
12. Data accuracy
13. Multitasking
14. Deadline management
15. Cross-functional teamwork
16. Results-oriented mindset
17. Communication skills (written and verbal)
18. Digital media knowledge
19. Pharmaceutical industry knowledge
20. Operations research
21. Industrial engineering
22. Applied mathematics
23. Economics
24. Computer science
25. Statistics
26. Fluency in statistical languages (Python, R, SAS)
27. Real-world data problem solving
28. Understanding of business requirements
29. Ability to uncover opportunities and insights from data
30. Passion for discovering solutions
31. Mentorship skills."
Data Scientist,"

1. Advanced query skills
2. Database management
3. Analytical skills
4. Programming languages (Python, R, Java)
5. Data analysis
6. Data visualization
7. Data science expertise
8. Project management
9. Data requirements definition
10. Integration of enabling technologies
11. Data collection
12. Data extraction
13. Data engineering
14. Data transformation
15. Traditional and non-traditional data sources
16. Data-driven insights
17. Process improvement
18. Program evaluation
19. Computational methods
20. Machine learning
21. Big Data processing
22. High Performance Computing (HPC)
23. Relational Database Management Systems (RDBMS)
24. SQL systems
25. Analytical pipelines
26. Solution development
27. Teleworking
28. Reasonable accommodations
29. Federal hiring authorities
30. Non-competitive appointments."
Data Scientist,"

1. Data science
2. Modeling
3. Prediction
4. Data-driven decision making
5. Agriculture
6. Physics
7. Chemistry
8. Self-starter
9. Multi-tasking
10. Fast-paced environment
11. Quality maintenance
12. Problem framing
13. Exploratory data analysis
14. Statistical modeling
15. Machine learning
16. Optimization
17. Experimentation
18. Algorithm implementation
19. Experimental data analysis
20. Observational data analysis
21. Communication skills
22. Collaboration
23. M.S. or Ph.D. in Machine Learning, Statistics, Operations Research, Optimization, Computer Science, or other quantitative fields
24. Proficiency in causal inference
25. Signal processing
26. Python
27. Production coding environment
28. Passion for problem solving
29. End-to-end data experience
30. Querying
31. Aggregation
32. Data visualization
33. Clean data processing
34. Data science tools and methodologies
35. Business insights
36. Decision-making processes
37. Advanced analytics techniques
38. Predictive modeling
39. Machine-learning algorithms
40. R&D collaboration
41. Dataset generation
42. Model improvement
43"
Data Scientist,"

1. Data analysis
2. Survey methodology
3. Data visualization software
4. Business analytics
5. Campaign field data
6. Excel
7. R
8. Python
9. Tableau
10. PowerBI
11. Dashboarding software
12. Communication
13. Written communication
14. Face-to-face communication
15. Geospatial analysis
16. Geographic information system application software
17. ArcGIS
18. QGIS
19. Visualizations
20. HTML
21. Javascript
22. CSS
23. D3
24. Flourish
25. Adobe suite
26. Illustrator
27. Accessible graphics development
28. Mobile first graphics development
29. Community-based grant proposals
30. Grant-making organizations
31. Racial equity
32. Geographic equity
33. Economic equity
34. Civic engagement
35. Voting
36. Campaign finance
37. Medical benefits
38. Dental benefits
39. Vision benefits
40. Retirement
41. Tuition reimbursement
42. Ancillary benefits
43. Flexible work schedule
44. Hybrid work schedule
45. Career development
46. Learning & development
47. Leadership training
48. Coaching
49. Wellness"
Data Scientist,"

1. Data Science
2. Energy Markets
3. Analytics
4. Machine Learning
5. Complex Data Issues
6. Business Impact
7. Energy Trading
8. Computer Science
9. Engineering
10. Mathematics
11. Python
12. SQL
13. Database Technologies
14. AWS RDS
15. Snowflake
16. Scikit-Learn
17. SciPy
18. Prophet
19. Generalized Linear Models
20. Non-Linear Models
21. Time Series Analysis
22. Random Forest"
Scrum Master,"

1. Scrum Master expertise
2. AWS (Amazon Web Services) expertise
3. Agile team leadership
4. Project management
5. Strong communication skills
6. Agile principles and practices
7. Product backlog prioritization and grooming
8. Impediment removal
9. Technical guidance and support
10. Project progress monitoring
11. Collaboration and teamwork
12. Bachelor's degree in Computer Science, Information Technology, or related field
13. Certified Scrum Master (CSM) or equivalent Agile certification
14. In-depth knowledge of AWS services, architecture, and best practices
15. Motivation and inspiration of teams
16. Remote or distributed team experience
17. Familiarity with Agile tools (Jira, Confluence, etc.)
18. Ability to work independently and collaboratively
19. AWS certifications (AWS Certified Solutions Architect, AWS Certified Developer, AWS Certified DevOps Engineer)"
Scrum Master,"

1. Agile leadership
2. Coaching
3. Collaboration
4. Transparency
5. Continuous improvement
6. Agile principles
7. Agile practices
8. Agile ceremonies
9. Sprint planning
10. Daily stand-ups
11. Sprint reviews
12. Retrospectives
13. Servant leadership
14. Conflict resolution
15. Empowerment
16. Self-organization
17. Decision-making
18. Accountability
19. Ownership
20. Healthcare expertise
21. Industry dynamics
22. Regulations
23. Best practices
24. Stakeholder alignment
25. Azure DevOps
26. Project management
27. Collaboration
28. Software delivery
29. Backlog management
30. Sprint planning
31. Tracking
32. Source control
33. Continuous integration
34. Automated testing
35. Deployment pipelines
36. Software design
37. Development methodologies
38. Scalability
39. Maintainability
40. Quality assurance
41. Architectural principles
42. Coding standards
43. Continuous improvement
44. Optimization
45. Innovation
46. Learning
47. Retrospective sessions
48. Team performance
49. Success celebration
50. Process enhancement
51. Communication
52"
Scrum Master,"

1. Facilitation skills
2. Agile practices knowledge
3. Sprint planning
4. Retrospective facilitation
5. Daily stand-ups
6. Sprint burn down management
7. Metric maintenance
8. Impediment resolution
9. Agile transformation leadership
10. Accountability promotion
11. Transparency promotion
12. Senior team member role
13. Agile scaling expertise
14. Change agent skills
15. Decision-making abilities
16. Independent driving skills
17. Training material creation
18. Training and coaching skills
19. Playbook creation support
20. Collaboration skills
21. Non-Agile team support
22. Dependency management knowledge
23. Scrum maturity assessment
24. Education requirement: Bachelor's Degree
25. CSM/CSPO Certification
26. PMI-ACP Certification
27. Proficiency in Agile practices
28. Partnership building skills
29. Technology aptitude
30. Communication skills
31. Leadership skills
32. Value-add principles understanding
33. Collaboration skills
34. Assertiveness
35. Enthusiasm
36. Continuous improvement mindset
37. Metric definition skills
38. Presentation skills
39. Conflict resolution skills
40. Consensus-building skills
41."
Scrum Master,"

1. Leadership skills
2. Project management skills
3. Agile methodologies
4. Lean-Agile approaches
5. Communication skills
6. Collaboration skills
7. Problem-solving skills
8. Continuous delivery
9. DevOps
10. System and solution demos
11. Scrum Master certification
12. Fluent in English
13. Remote work experience
14. High level of technical proficiency
15. Ability to work in a multicultural environment
16. Adaptability and flexibility
17. Mentoring and training abilities
18. Knowledge of software development processes
19. Familiarity with Kanban and other project management tools
20. Understanding of value streams and value delivery
21. Commitment to continuous improvement
22. Strong documentation skills
23. Teamwork and team building skills
24. Strategic thinking and alignment with business goals
25. Time management and organization skills."
Scrum Master,"

1. Scrum Master/Agile Coach experience
2. Implementation of Agile techniques and practices
3. Management of agile development teams
4. Knowledge of different work cultures and environments
5. Software implementation delivery
6. Servant leadership
7. Best practices and processes implementation
8. Communication and coordination skills
9. Knowledge of Agile engineering practices
10. Facilitation of daily stand-up meetings and other scrum ceremonies
11. Product backlog preparation and prioritization
12. Roadblock and impediment removal
13. Coaching and mentoring skills
14. Agile mindset development
15. Policy drafting
16. Measurement and metrics knowledge
17. Change management skills
18. Systems thinking
19. Building agile maturity
20. Self-organizing team development
21. Stakeholder interaction
22. Business value generation."
Scrum Master,"

1. Scrum master experience
2. Agile environment experience
3. Retail or Supply Chain Domain experience
4. Leadership ability
5. Team building skills
6. Interpersonal skills
7. Technical understanding
8. Communication skills
9. Organization skills
10. Time management skills
11. Analytical skills
12. Problem-solving skills
13. Passion for agile methodologies
14. Facilitation skills
15. Conflict resolution skills
16. Reporting skills
17. Coordination skills
18. Partnership skills
19. Coaching skills
20. SDLC knowledge
21. Collaboration skills
22. Prioritization skills
23. Accountability skills
24. Visibility skills
25. Empowerment skills
26. Self-organization skills
27. Impediment removal skills
28. Continuous improvement mindset
29. Data-driven decision making skills
30. Inspect and adapt skills."
Scrum Master,"

1. Scrum Master/IT Project Management
2. CSM (Certified Scrum Master) certification
3. CSP (Certified Scrum Professional) certification
4. Technology related field
5. Management of large Agile technology projects or program
6. Working knowledge of technology appropriate tool sets
7. Relevant operating systems
8. Highly effective oral and written communication
9. Customer-service orientation
10. Teamwork
11. Accepting guidance
12. Following directions
13. Analysis
14. Design
15. Construction
16. Management of high volume web applications
17. Iterative development
18. Other development processes and methodologies
19. Leveraging other techniques
20. Value to the team/enterprise
21. Software development processes and procedures
22. Commitments to delivery
23. Incremental delivery
24. Metrics
25. Backlog tracking
26. Burndown metrics
27. Velocity
28. Task definition
29. Familiarity with common Agile practices
30. Service-oriented environments
31. Better development practices
32. Strong analytical skills
33. Problem solving skills
34. Strong written skills
35. Strong verbal skills
36. Strong vendor management skills
37. Demand management
"
Scrum Master,"

1. Agile methodology
2. DevSecOps
3. Cloud-native technology
4. Enterprise transformation
5. Technology consulting
6. Project management
7. Change management
8. Collaboration
9. Business process improvement
10. Workforce management
11. Structural changes
12. Service modernization
13. Agile coaching
14. IT project management
15. Software development
16. Infrastructure management
17. Stakeholder management
18. Value stream definition
19. Prioritization
20. Execution
21. Product management
22. Design thinking
23. Business process engineering
24. Cross-functional team collaboration
25. Feedback loops
26. Large project management
27. High-tech environment
28. Multi-functional teams
29. Service delivery
30. Agile transformation
31. Training and development
32. Relationship building
33. Trust building
34. Influence
35. Evaluation
36. Agile certification
37. SAFe framework
38. Communication skills
39. Facilitation
40. Active listening
41. Problem-solving
42. Root-cause identification
43. Teamwork
44. Scrum
45. Kanban
46. Quality assurance
47. Customer focus
48. Consultative approach"
Scrum Master,"

1. Scrum Master experience
2. Coaching and mentoring skills
3. Agile software development methodologies
4. Leadership ability
5. Team building skills
6. Interpersonal skills
7. Technical understanding
8. Communication skills
9. Organization skills
10. Time management skills
11. Analytical skills
12. Problem-solving skills
13. Conflict resolution skills
14. Project management skills
15. Collaboration skills
16. Prioritization skills
17. Accountability skills
18. Visibility skills
19. Facilitation skills
20. Creativity skills
21. Empowerment skills
22. Self-organization skills
23. Milestone management skills
24. Proactive communication skills
25. Transparency skills
26. Sensitive project work experience
27. Team dynamics understanding
28. Remote work experience
29. Hub city knowledge
30. Travel management skills"
Scrum Master,"

1. Scrum Master experience
2. Project Manager experience
3. Agile methodology knowledge
4. Waterfall methodology knowledge
5. Financial management skills
6. Stakeholder management skills
7. Team leadership skills
8. Project planning and scheduling skills
9. Budget management skills
10. Vendor management skills
11. Cloud technology knowledge
12. Azure knowledge
13. Corporate environment experience
14. Communication skills
15. Problem-solving skills
16. Time management skills
17. Resource management skills
18. Project deliverable management skills
19. Meeting facilitation skills
20. Project status reporting skills"
Scrum Master,"

1. Data management
2. Analytics
3. Artificial intelligence
4. Project management
5. Scrum
6. Agile methodologies
7. MS Project
8. Jira
9. Asana
10. Mural
11. Trello
12. Software development lifecycle
13. Documentation
14. Graphic design
15. Team coordination
16. Process documentation
17. Scope management
18. Quality management
19. Time management
20. Resource management
21. Communication skills
22. Organizational skills
23. Analytical skills
24. Negotiation skills
25. Multidisciplinary team management
26. Remote team management
27. Risk identification
28. Risk containment
29. Risk mitigation
30. Information technology industry knowledge
31. Software solutions and services knowledge
32. Scrum practices
33. Kanban practices
34. Product design
35. Open discussion facilitation
36. Technical impediment resolution
37. Project administration
38. Deliverable management
39. Event scheduling
40. Client meetings
41. Relationship building
42. Communication management
43. Resource needs assessment
44. Event and artifact facilitation
45. Goal setting
46. User involvement
47."
Scrum Master,"

1. Project management
2. Scrum methodology
3. Creating and maintaining project plans
4. Time management
5. Document management
6. Project scheduling
7. Resource planning
8. Risk management
9. Issue tracking
10. Status reporting
11. Product backlog management
12. Prioritization
13. User story management
14. Stakeholder feedback
15. BS/BA degree in Computer Science, Engineering, or equivalent
16. Experience in a similar role
17. Knowledge and experience in project management
18. Ability to perform assigned responsibilities
19. Relevant education and qualifications
20. Certifications
21. Skills in relevant areas
22. Seniority
23. Location
24. Performance
25. Union contract knowledge
26. Business acumen
27. Comprehensive benefits knowledge
28. Medical/dental/vision insurance
29. HSA and FSA management
30. 401(k) management
31. Life, disability, and ADD insurance knowledge
32. Paid time off management
33. Knowledge of Service Contract Act
34. Paid sick leave management
35. Equal Opportunity/Affirmative Action policies
36. Race and diversity awareness
37. Pregnancy and sexual orientation sensitivity
38."
Scrum Master,"

1. Project Management
2. Stakeholder Management
3. Scrum Framework
4. Agile Methodologies
5. Communication
6. Leadership
7. Collaboration
8. Planning
9. Risk Management
10. Resource Allocation
11. Monitoring
12. Reporting
13. Team Empowerment
14. Conflict Resolution
15. Decision-making
16. Continuous Improvement
17. Process Enhancement
18. Industry Knowledge
19. Software Development
20. Bachelor's Degree
21. Computer Science
22. Engineering
23. Business
24. Interpersonal Skills
25. Problem-solving
26. Project Management Tools
27. Scrum Certification"
Scrum Master,"

1. Leadership skills
2. Project management skills
3. Agile methodologies
4. Lean-Agile approaches
5. Communication skills
6. Collaboration skills
7. Problem-solving skills
8. Continuous delivery
9. DevOps
10. System and solution demos
11. Scrum Master certification
12. Fluent in English
13. Remote work experience
14. High level of technical proficiency
15. Ability to work in a multicultural environment
16. Adaptability and flexibility
17. Mentoring and training abilities
18. Knowledge of software development processes
19. Familiarity with Kanban and other project management tools
20. Understanding of value streams and value delivery
21. Commitment to continuous improvement
22. Strong documentation skills
23. Teamwork and team building skills
24. Strategic thinking and alignment with business goals
25. Time management and organization skills."
Scrum Master,"

1. Scrum methodology
2. Agile practices
3. Project management
4. Conflict resolution
5. Team leadership
6. Communication skills
7. Interpersonal skills
8. Mentoring skills
9. Adaptability
10. Jira cloud software
11. Jira reporting
12. Atlassian Confluence
13. CSM certification
14. Bachelor's degree in computer science, engineering, or related discipline
15. DevOps
16. Cloud computing
17. AWS, Azure, Google cloud services
18. Technology project management
19. Distributed team management
20. Solution development
21. Outsourcing management"
Scrum Master,"

1. Scrum Master and Project Management
2. Agile practices
3. Facilitation
4. Lean-Agile practices and mindsets
5. Prioritization and sequencing
6. Agility assessment and improvement
7. Agile processes and execution
8. Self-organizing and self-managing teams
9. Impediment and risk management
10. Value delivery
11. Continuous improvement
12. Business, IT, and Product Management alignment
13. Vision and roadmap alignment
14. Value stream planning
15. Cross-project planning
16. Release management
17. Delivery metrics
18. Big Data
19. Modelling
20. Web Services
21. Python
22. ETL
23. Architecture understanding
24. Technical expertise
25. Planning, execution, and reporting
26. PMP Certification
27. Bachelor's Degree in Computer Science, MS, or related field
28. Banking domain experience."
Scrum Master,"

1. Agile scrum master training
2. BA agile story development experience
3. Microsoft .Net MVC web application development
4. Facilitation of communications between team members, Product Owner, and stakeholders
5. Identification and resolution of impediments to project progress
6. Documentation and prioritization of agile stories
7. Planning, retrospective, and daily stand up meeting leadership
8. Experience with mockups, wireframes, and process maps
9. Definition of acceptance criteria for User Stories
10. Testing of system functionality against acceptance criteria
11. Relative sizing of project backlog in Story Points
12. Sprint planning, daily standups, and sprint review/retrospectives facilitation
13. Agile coaching to team members
14. Resolution of team blockers
15. Escalation of blockers when outside of team's control
16. Monitoring of project tools and extraction of sprint metrics and project progress metrics
17. Ability to learn and understand new business concepts rapidly
18. Process development skills
19. Documentation and formalization of procedures
20. Working with business users to gather and document user stories and/or requirements
21. Experience with Agile toolsets such as JIRA or Azure Dev Ops
22. Managing client expectations."
